	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine 5'-diphosphate (ADP) [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Alpha-D-Glucose [[M+Na]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]	D-(+)-Turanose [[M+Na]]	D-Fructose [[M+Na]]	D-Galactose [[M+Na]]	D-Glucose [[M+Na]]	Galactose [[M+Na]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	Inositol [[M+Na]]	Isomaltose [[M+Na]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Threonine [[M+NH4]]	L-Valine [[M+H]]	Maltose [[M+Na]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N2-Acetyl-L-ornithine [[M+H]]	Nicotinamide [[M+H]]	Palatinose [[M+Na]]	Pidolic Acid [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	Xanthurenic acid [[M+H]]	d-Desthiobiotin [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group	Well	Unnamed: 0	Summary_x	Treatment	Supplement	mu	AUC	MaxOD	Summary_y	Treatment_binary
25	806.2924369747899	531.7915966386555	180.7058823529412	50.68747074111683	50.694763259288	135.4576166967711	207.13150150354957	2591.8386554621848	806.2924369747899	2064.3495798319327	735.7310924369748	302.036974789916	175.90026450482856	1024.0	17.210084033613445	1379.2496792930597	173.8482677122662	428.155296399384	428.155296399384	302.036974789916	302.036974789916	302.036974789916	302.036974789916	147.14621848739495	2212.3563025210083	2719.1932773109243	527.489075630252	41.247714169776806	160.05378151260504	428.155296399384	21388.69243697479	184.1478991596639	163.49579831932772	692.7058823529412	428.155296399384	105.84201680672268	534.3731092436975	577.3983193277311	428.155296399384	2275.1731092436976	428.155296399384	24.7633999148842	428.155296399384	243.97980303454003	974.090756302521	46.4672268907563	Growth with lithium chloride treatment without arginine supplementation.	G12	94	Growth with lithium chloride treatment without arginine supplementation.	Yes	None	0.1760709699986825	7168.596	0.2397666666666666	Growth with lithium chloride treatment without arginine supplementation.	1
26	888.741258033087	675.477342386524	96.01124489267576	120.41869636506624	40.78353765352598	205.54212475154185	290.5827057813726	3917.76858584184	888.741258033087	3927.964470255221	888.741258033087	463.0630837744096	68.17477274063016	323.7193301248625	61.46355564626128	1379.2496792930597	173.8482677122662	428.155296399384	428.155296399384	406.98571950081134	406.98571950081134	463.0630837744096	406.98571950081134	814.8210960360711	4726.642082636771	6070.799511134232	808.0238397604835	9.346227378933037	403.5870913630175	428.155296399384	32566.504473374946	956.7138207889636	75.85466004583651	446.91960011988886	428.155296399384	642.3407180430343	412.9333187419506	336.4641856415893	428.155296399384	5191.404480480078	428.155296399384	75.44281381248696	428.155296399384	243.97980303454003	1147.0369965054183	67.97256275587664	Growth with physiological level of arginine and lithium chloride treatment.	F8	61	Growth with physiological level of arginine and lithium chloride treatment.	Yes	PosLow	0.0946343794062021	5195.476	0.1559066666666667	Growth with physiological level of arginine and lithium chloride treatment.	1
27	2760.0	2744.1135840368383	644.9884881043746	111.42981476022744	410.92862624712205	420.4604758250192	1768.6876438986951	2143.607060629317	2821.42747505756	17883.867996930163	2783.300076745971	37.06830391404451	67.78204144282425	3929.240214888719	167.94878945995916	90.02302379125096	2135.838348773056	507.5670205239442	507.5670205239442	37.06830391404451	37.06830391404451	37.06830391404451	37.06830391404451	683.1158864159632	1995.333844973139	13485.448963929395	170.51419800460476	415.16500383729857	24.359171143514967	507.5670205239442	59333.645433614736	415.16500383729857	121.79585571757484	877.9892555640829	507.5670205239442	546.4927091327705	1993.2156561780507	1421.3046815042212	507.5670205239442	2266.462010744436	507.5670205239442	415.16500383729857	507.5670205239442	202.78958369861152	314.5510360706063	212.87797390636996	Growth with supraphysiological level of arginine and lithium chloride treatment.	B2	9	Growth with supraphysiological level of arginine and lithium chloride treatment.	Yes	PosHigh	0.0793072915284015	6903.272	0.1845533333333333	Growth with supraphysiological level of arginine and lithium chloride treatment.	1
28	13225.099228472143	5606.4546785859	41.141428595360175	54.60589613565987	2383.210754633046	463.7761041658784	2609.1145989202964	7259.592082144918	13225.099228472143	31461.97248583362	11808.338032842832	113.19406529545564	2820.805949692786	3779.0272229774473	479.4846496295613	1050.2284681433762	4755.201119649175	915.5837927403792	915.5837927403792	122.66543256473402	122.66543256473402	77.50970775355619	122.66543256473402	1184.873143546373	931.2923382040622	26433.741885506144	641.0582601131576	418.8945456982127	148.1701706793713	915.5837927403792	32594.48381116772	2685.413248315328	107.81530774756492	906.607481046846	915.5837927403792	1155.7001305423903	497.4372730166276	590.1924938498032	915.5837927403792	2146.83454670334	915.5837927403792	418.8945456982127	915.5837927403792	281.33688288340926	1165.4244682103847	418.1465197237516	Baseline growth without any supplementation or treatment.	C3	18	Baseline growth without any supplementation or treatment.	None	None	0.2335185927454464	50554.772	1.9997533333333335	Baseline growth without any supplementation or treatment.	0
29	2511.0931818181816	682.6272727272727	689.7977272727272	123.33181818181818	1339.440909090909	30.11590909090909	38.720454545454544	4363.938636363636	2511.0931818181816	4376.845454545454	2511.0931818181816	166.35454545454544	256.7022727272727	306.8954545454545	113.2931818181818	598.6291889587654	2135.838348773056	507.5670205239442	507.5670205239442	22.945454545454545	22.945454545454545	166.35454545454544	22.945454545454545	714.1772727272727	5396.484090909091	8436.756818181817	1296.4181818181817	45.89090909090909	166.35454545454544	507.5670205239442	61526.80227272727	962.275	173.0769204737111	1599.0113636363635	507.5670205239442	1359.5181818181818	751.4636363636363	2208.5	507.5670205239442	5868.299999999999	507.5670205239442	45.89090909090909	507.5670205239442	262.9388446859288	3322.788636363636	656.8136363636363	Growth with physiological level of arginine and lithium chloride treatment.	F1	5	Growth with physiological level of arginine and lithium chloride treatment.	Yes	PosLow	0.0884629827096462	8627.568000000001	0.2390266666666666	Growth with physiological level of arginine and lithium chloride treatment.	1
30	923.4467473803892	780.7002081860924	965.7420182527734	179.754901207633	78.42248140921244	182.11778569123365	253.77162523430545	2698.085821067511	923.4467473803892	7272.143135620564	888.2006883200689	364.796711274314	133.49897307070458	803.6101465753004	15.860726577144089	598.6291889587654	2133.7660057657868	507.5670205239442	507.5670205239442	88.99629912730849	88.99629912730849	364.796711274314	88.99629912730849	511.9490078511509	1549.0642957010723	6851.833881326246	426.4773146298744	184.65079154838168	364.796711274314	507.5670205239442	54052.47502343055	156.84496281842488	287.2553813416096	844.1431144946687	507.5670205239442	637.9536689917956	1483.8590864394805	406.2108306701903	507.5670205239442	1742.0364690563256	507.5670205239442	184.65079154838168	507.5670205239442	262.9388446859288	1570.2119311372646	222.05017208001723	Growth with supraphysiological level of arginine and lithium chloride treatment.	E1	4	Growth with supraphysiological level of arginine and lithium chloride treatment.	Yes	PosHigh	0.0869699229229669	8888.448	0.2563266666666666	Growth with supraphysiological level of arginine and lithium chloride treatment.	1
31	7869.350043947765	5160.878405951783	492.6532595840919	191.44282081868408	1028.2983582370669	109.04970806127577	3346.6143740582625	8786.17536727775	7869.350043947765	34504.943181818184	6973.526886614767	113.19406529545564	2932.2254834254145	4529.197874811653	500.01310585133103	1865.1538956554496	5509.029696132597	769.8101613510798	769.8101613510798	122.66543256473402	122.66543256473402	77.50970775355619	122.66543256473402	1210.0478716725263	2516.2210415620293	24832.63796459066	1643.8233770718232	172.86398166750377	148.1701706793713	769.8101613510798	36026.792440984435	1420.8773072576596	67.04537606730287	736.6913611250628	777.0801418884982	554.9418476896033	595.3306284530387	903.0931378704169	769.8101613510798	2342.549284279257	769.8101613510798	136.51407898041185	769.8101613510798	220.48377224992564	1317.4820285032647	642.1816141386238	Growth with physiological level of arginine supplementation.	B9	65	Growth with physiological level of arginine supplementation.	None	PosLow	0.2240655239436905	57841.452000000005	2.09236	Growth with physiological level of arginine supplementation.	0
32	4333.890486725664	5002.870575221239	716.7643805309735	21.720132743362832	3243.53982300885	445.9867256637168	1262.6637168141594	8485.33185840708	4333.890486725664	27377.503318584077	4126.825221238938	112.94469026548671	3766.2710176991154	5952.7643805309735	1151.1670353982302	1754.986725663717	7500.685840707965	295.39380530973455	295.39380530973455	95.56858407079646	95.56858407079646	112.94469026548671	95.56858407079646	3123.3550884955757	2015.628318584071	47254.32079646018	89.77654867256638	30.408185840707965	112.94469026548671	295.39380530973455	218723.18473451328	2503.607300884956	141.45197386091598	1542.1294247787612	295.39380530973455	1400.224557522124	5427.137168141593	1297.41592920354	295.39380530973455	1168.5431415929204	295.39380530973455	30.408185840707965	295.39380530973455	722.8441907715442	2549.9435840707965	518.387168141593	Growth with supraphysiological level of arginine supplementation.	D9	67	Growth with supraphysiological level of arginine supplementation.	None	PosHigh	0.240101481765598	40303.79600000001	1.7793599999999998	Growth with supraphysiological level of arginine supplementation.	0
33	6644.904095018614	7630.96472256692	1069.6996986349936	163.6600859761485	1437.271405779117	1344.8282219464634	3222.305265023932	6208.0	6644.904095018614	55435.09590498138	5869.041659280269	44.02056372983513	4977.625243751108	6562.365538025172	1131.3284878567629	2545.4890976777165	7039.988654493884	1436.1708916858713	1436.1708916858713	44.02056372983513	44.02056372983513	44.02056372983513	44.02056372983513	3373.0756957986173	878.2102464102109	36178.300301365	714.233646516575	144.16734621521007	31.91490870413047	1436.1708916858713	96488.67363942564	2778.798085445843	147.4688884949477	1304.109200496366	1436.1708916858713	278.4300655912072	2213.1338415174614	2050.257755717071	1436.1708916858713	3774.763339833363	1424.0652366601666	144.16734621521007	1436.1708916858713	223.4043609289133	1508.8048218400993	213.4997340897004	Growth with physiological level of arginine supplementation.	D7	51	Growth with physiological level of arginine supplementation.	None	PosLow	0.251122206921873	55822.664	2.02698	Growth with physiological level of arginine supplementation.	0
34	5560.642458100559	4577.793296089386	333.39385474860336	182.5	562.7932960893855	21.410614525139664	1539.5251396648046	5403.631284916201	5560.642458100559	31121.85754189944	4774.567039106146	163.12849162011173	3506.2430167597768	4415.6843575419	1364.1620111731845	1831.1173184357544	9846.843575418994	718.7849162011173	718.7849162011173	308.9245810055866	308.9245810055866	56.07541899441341	308.9245810055866	3023.9944134078214	239.59497206703912	28880.87988826816	1136.8016759776538	325.2374301675978	239.8307436491443	718.7849162011173	23138.756983240222	1887.192737430168	25.488826815642454	757.5279329608938	718.7849162011173	986.927374301676	337.4720670391061	1064.4134078212292	718.7849162011173	498.5614525139665	718.7849162011173	253.8687150837989	718.7849162011173	201.87150837988827	1553.7988826815642	320.1396648044693	Growth with alanine supplementation as a negative control.	H8	63	Growth with alanine supplementation as a negative control.	None	NegHigh	0.2174680584401506	53072.444	2.0655666666666668	Growth with alanine supplementation as a negative control.	0
35	640.1271060940979	314.0890333901707	409.6813479002227	50.68747074111683	59.74519656878248	65.71971622566072	325.2215368073367	2076.572332169253	640.1271060940979	1339.9994087569785	640.1271060940979	210.8151936069896	89.6177948531737	29.87259828439124	39.505404669459146	1714.4299851663436	173.8482677122662	343.8123802676653	343.8123802676653	110.95536505631031	110.95536505631031	210.8151936069896	110.95536505631031	643.5411173265998	1986.95453731608	4257.272006929814	654.4599335420238	227.88524976949887	210.8151936069896	343.8123802676653	8910.569316829844	280.80242387327763	46.08915163877505	2066.330298471748	343.8123802676653	682.8022465003711	317.5030446226726	605.9869937690794	343.8123802676653	2833.62932297654	343.8123802676653	227.88524976949887	343.8123802676653	155.36761431644894	1866.6106413703897	75.9617499231663	Growth with physiological level of arginine and lithium chloride treatment.	A12	88	Growth with physiological level of arginine and lithium chloride treatment.	Yes	PosLow	0.0884895969521284	7524.912	0.2307466666666666	Growth with physiological level of arginine and lithium chloride treatment.	1
36	725.3333333333334	1118.2222222222222	888.8888888888889	120.41869636506624	51.55555555555556	205.54212475154185	488.2962962962963	4333.62962962963	836.7407407407408	6763.259259259259	836.7407407407408	160.0	69.33333333333333	1245.037037037037	73.48148148148148	1379.2496792930597	271.4074074074074	428.155296399384	428.155296399384	160.0	160.0	160.0	160.0	1323.851851851852	1822.8148148148148	9067.25925925926	1326.8148148148148	7.111111111111111	128.0	428.155296399384	26679.11111111111	1687.111111111111	7.111111111111111	530.3703703703703	428.155296399384	182.5185185185185	368.0	333.037037037037	428.155296399384	5045.925925925926	428.155296399384	77.03703703703704	428.155296399384	243.97980303454003	281.48148148148147	1195.2592592592594	Growth with lithium chloride treatment without arginine supplementation.	D10	75	Growth with lithium chloride treatment without arginine supplementation.	Yes	None	0.151933255870064	6790.252000000001	0.21182	Growth with lithium chloride treatment without arginine supplementation.	1
37	13917.378519265589	8237.268673220166	514.7599547978663	248.50480576448717	3713.1499325613327	800.9842400087488	3434.6914225305904	13053.15868136141	14050.506093782276	50610.66624542814	12433.006063404498	29.953704266255148	5309.571430307302	5657.921916959306	934.1118145254384	2468.407110830285	7621.553641080476	1741.7524332600217	1741.7524332600217	29.953704266255148	29.953704266255148	29.953704266255148	29.953704266255148	2966.526118813565	3152.904723136931	34841.70504392627	2665.879679696708	281.343120316547	29.953704266255148	1741.7524332600217	41533.58445629853	2660.3326974251795	33.28189362917239	1598.6402906545802	1741.7524332600217	1397.8395324252403	429.3364278163238	1907.0525049515777	1741.7524332600217	4600.66709600593	1741.7524332600217	234.07221655274265	1741.7524332600217	684.4976123066455	1869.3330255051824	170.84705396308493	Baseline growth without any supplementation or treatment.	E6	44	Baseline growth without any supplementation or treatment.	None	None	0.2404449747372648	67879.01599999999	2.3966266666666667	Baseline growth without any supplementation or treatment.	0
38	9482.055555555557	5769.707818930041	496.2119341563786	160.7365273418117	3575.8539094650205	1097.6378600823043	2307.598765432099	7970.670781893004	9482.055555555557	35438.6316872428	8249.345679012345	113.19406529545564	4491.5	6523.267489711934	992.4238683127572	2023.2366255144032	10677.798353909464	864.4609053497942	864.4609053497942	122.66543256473402	122.66543256473402	77.50970775355619	122.66543256473402	1913.7572016460904	5483.923868312757	33068.47325102881	587.2078189300412	38.388888888888886	148.1701706793713	864.4609053497942	33328.6646090535	1490.0576131687242	32.70164609053498	1382.0	864.4609053497942	787.6831275720165	146.44650205761317	2208.072016460905	864.4609053497942	4795.767489711934	837.4465020576132	38.388888888888886	864.4609053497942	167.77366255144034	2006.1748971193413	433.6522633744856	Baseline growth without any supplementation or treatment.	F11	85	Baseline growth without any supplementation or treatment.	None	None	0.2347178270366854	53493.236	2.0399	Baseline growth without any supplementation or treatment.	0
